responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico_convenio;numero_siafi;numero_resolucao_transferencia_especial;funcional_programatica_formatado;categoria_economica_despesa_codigo;numero_empenho
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118916;TRANSFERÊNCIA ESPECIAL;297;APROVADO;ATALEIA;PREFEITURA MUNICIPAL DE ATALEIA;16.971.376/0001-83;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;50000,0;;50000,0;50000,0;50000,0;50000,0;0,0;0,0;0,0;0,0;;9385234,0;0012/2023;04.122.024.2090.0001;4;1945
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118917;TRANSFERÊNCIA ESPECIAL;1960;APROVADO;CANDEIAS;MUNICIPIO DE CANDEIAS;17.888.090/0001-00;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;200,0;;200,0;200,0;200,0;200,0;0,0;0,0;0,0;0,0;;9383884,0;0012/2023;04.122.024.2090.0001;4;1417
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118918;TRANSFERÊNCIA ESPECIAL;297;APROVADO;DATAS;PREFEITURA MUNICIPAL DE DATAS;17.754.193/0001-79;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;15978,0;;15978,0;15978,0;15978,0;15978,0;0,0;0,0;0,0;0,0;;9385235,0;0012/2023;04.122.024.2090.0001;4;1946
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118919;TRANSFERÊNCIA ESPECIAL;714;APROVADO;DATAS;PREFEITURA MUNICIPAL DE DATAS;17.754.193/0001-79;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;34022,0;;34022,0;34022,0;34022,0;34022,0;0,0;0,0;0,0;0,0;;9384770,0;0012/2023;04.122.024.2090.0001;4;1948
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118920;TRANSFERÊNCIA ESPECIAL;714;APROVADO;BETIM;MUNICIPIO DE BETIM;18.715.391/0001-96;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;80000,0;;80000,0;80000,0;80000,0;80000,0;0,0;0,0;0,0;0,0;;9384771,0;0012/2023;04.122.024.2090.0001;4;1951
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118921;TRANSFERÊNCIA ESPECIAL;1693;APROVADO;CAETANOPOLIS;PREFEITURA MUNICIPAL DE CAETANÓPOLIS;23.221.351/0001-28;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;180000,0;;180000,0;180000,0;180000,0;180000,0;0,0;0,0;0,0;0,0;;9384804,0;0012/2023;04.122.024.2090.0001;4;1793
FERNANDO PACHECO;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;118922;RESOLUÇÃO SES;439;REPROVADO PELO ÓRGÃO;SANTANA DE CATAGUASES;FUNDO MUNICIPAL DE SAUDE;11.451.426/0001-88;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;32000,0;Conforme consta no Portf¿lio 2023, o valor m¿nimo a ser indicado ¿  R$160.000,00.  A indica¿¿o 118922 consta no valor inferior ao valor m¿nimo, ou seja, consta no valor R$32.000,00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;10.301.159.4460.0001;3;
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118923;TRANSFERÊNCIA ESPECIAL;714;APROVADO;CAETE;PREFEITURA MUNICIPAL DE CAETÉ;18.302.299/0001-02;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;0,0;0,0;0,0;;9384772,0;0012/2023;04.122.024.2090.0001;4;1953
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118924;TRANSFERÊNCIA ESPECIAL;714;APROVADO;CAPINOPOLIS;MUNICIPIO DE CAPINOPOLIS;18.457.234/0001-28;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;50000,0;;50000,0;50000,0;50000,0;50000,0;0,0;0,0;0,0;0,0;;9384773,0;0012/2023;04.122.024.2090.0001;4;1955
ULYSSES GOMES;PT;BLOCO DEMOCRACIA E LUTA;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118925;CELEBRAÇÃO DE CONVÊNIO;173;APROVADO;MACHADO;ASSOCIACAO AMBIENTAL CULTIVAR;12.300.270/0001-05;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de Bens;;211376,14;;211376,14;211376,14;211376,14;0,0;211376,14;211376,14;0,0;0,0;1481002144/2023;9407753,0;;08.244.065.4226.0001;4;538
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118926;TRANSFERÊNCIA ESPECIAL;714;APROVADO;ITATIAIUCU;MUNICÍPIO DE ITATIAIUÇU;18.691.766/0001-25;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;0,0;0,0;0,0;;9384774,0;0012/2023;04.122.024.2090.0001;4;1962
ULYSSES GOMES;PT;BLOCO DEMOCRACIA E LUTA;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118927;CELEBRAÇÃO DE CONVÊNIO;2169;APROVADO;MACHADO;ASSOCIACAO AMBIENTAL CULTIVAR;12.300.270/0001-05;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de Bens (complemento indicação 118925);;88623,86;;88623,86;88623,86;88623,86;0,0;88623,86;88623,86;0,0;0,0;1481002144/2023;9407753,0;;08.244.065.4226.0001;4;538
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118928;TRANSFERÊNCIA ESPECIAL;714;APROVADO;CAPITOLIO;MUNICIPIO DE CAPITOLIO;16.726.028/0001-40;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;6000,0;;6000,0;6000,0;6000,0;6000,0;0,0;0,0;0,0;0,0;;9384775,0;0012/2023;04.122.024.2090.0001;4;1965
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118929;TRANSFERÊNCIA ESPECIAL;1735;APROVADO;CAPITOLIO;MUNICIPIO DE CAPITOLIO;16.726.028/0001-40;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;24000,0;;24000,0;24000,0;24000,0;24000,0;0,0;0,0;0,0;0,0;;9383766,0;0012/2023;04.122.024.2090.0001;4;1902
ULYSSES GOMES;PT;BLOCO DEMOCRACIA E LUTA;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118930;CELEBRAÇÃO DE CONVÊNIO;145;APROVADO;FORMIGA;ASSOCIAÇÃO DE AUXÍLIO AO DEFICIENTE FÍSICO DE FORMIGA;20.920.252/0001-46;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;;Serviço;;90000,0;;89964,0;89964,0;89964,0;89964,0;0,0;0,0;0,0;0,0;1481000701/2023;9390431,0;;08.244.065.4226.0001;3;196
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118931;TRANSFERÊNCIA ESPECIAL;1522;APROVADO;DIVISOPOLIS;PREFEITURA MUNICIPAL DE DIVISÓPOLIS;66.234.311/0001-23;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;9383630,0;0012/2023;04.122.024.2090.0001;4;1791
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118932;TRANSFERÊNCIA ESPECIAL;1522;APROVADO;GOIANA;MUNICIPIO DE GOIANA;01.611.137/0001-45;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;9383631,0;0012/2023;04.122.024.2090.0001;4;1792
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118933;TRANSFERÊNCIA ESPECIAL;1693;APROVADO;FELISBURGO;PREFEITURA MUNICIPAL DE FELISBURGO;18.083.071/0001-60;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;;9384805,0;0012/2023;04.122.024.2090.0001;4;1794
FERNANDO PACHECO;PV;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118934;CELEBRAÇÃO DE CONVÊNIO;250;REPROVADO PELO ÓRGÃO;CATAGUASES;PREFEITURA MUNICIPAL DE CATAGUASES;17.702.499/0001-81;;2007;EXECUÇÃO DO PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;Motocicleta;Veiculo destinado a atender a prefeitura municipal de Cataguases,;;55000,0;Benefici¿rio n¿o enviou proposta para an¿lise dentro do prazo estipulado conforme RESOLU¿¿O SEGOV N¿ 03, 01 DE FEVEREIRO DE 2023;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;04.122.024.2007.0001;4;
FERNANDO PACHECO;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;118935;RESOLUÇÃO SES;517;APROVADO;CATAGUASES;HOSPITAL DE CATAGUASES;19.529.478/0001-31;;4457;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - VALOR EM SAÚDE;OUTRAS DESPESAS CORRENTES;;3;;Recursos enviados a pedido do Dr. Lucio Lanziere;FES Custeio;2227818,0;;2227818,0;2227818,0;2227818,0;2227818,0;0,0;0,0;0,0;0,0;;9388756,0;8787;10.302.157.4457.0001;3;2838
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118936;TRANSFERÊNCIA ESPECIAL;1693;APROVADO;FELICIO DOS SANTOS;PREFEITURA MUNICIPAL DE FELÍCIO DOS SANTOS;17.754.201/0001-87;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;120000,0;;120000,0;120000,0;120000,0;120000,0;0,0;0,0;0,0;0,0;;9384806,0;0012/2023;04.122.024.2090.0001;4;1795
FERNANDO PACHECO;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;118937;RESOLUÇÃO SES;2166;REPROVADO PELO ÓRGÃO;SANTANA DE CATAGUASES;FUNDO MUNICIPAL DE SAUDE;11.451.426/0001-88;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;4;;;FES Veículo Passeio (5 lugares);168000,0;O valor da indica¿¿o deve ocorrer no valor exato do ve¿culo de passeio 5 lugares, conforme consta no Portf¿lio 2023 que est¿ de acordo com a RENEM 2023. O valor unit¿rio do veiculo de 5 lugares ¿ R$83.953,00. Caso o munic¿pio tenha cota para 2 ve¿culos, o valor ¿  R$167.906,00.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;10.301.159.4460.0001;4;
FERNANDO PACHECO;PV;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;118938;CELEBRAÇÃO DE CONVÊNIO;250;APROVADO;CATAGUASES;ASSOCIAÇÃO MONSENHOR ANTÔNIO XAVIER RODRIGUES;02.952.824/0001-97;;2007;EXECUÇÃO DO PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;Veículo Utilitário;Aquisição de veículo tipo pickup para atender ao Projeto Ricardinho;;117492,0;;117492,0;117492,0;117492,0;117492,0;0,0;0,0;0,0;0,0;1491000548/2023;9389587,0;;04.122.024.2007.0001;4;63
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118939;CELEBRAÇÃO DE CONVÊNIO;163;APROVADO;BELO HORIZONTE;CASA DE CARIDADE HERDEIROS DE JESUS;17.343.013/0001-66;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes;;90000,0;;89919,89;89919,89;89919,89;0,0;89919,89;89919,89;0,0;0,0;1481002168/2023;9407750,0;;08.244.065.4226.0001;4;463
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118940;CELEBRAÇÃO DE CONVÊNIO;163;REPROVADO PELO ÓRGÃO;ITAMOGI;ASSOCIAÇÃO DE COMBATE AO CÂNCER DE ITAMOGI - ACCAI;21.767.861/0001-70;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes;;45000,0;A Subsecretaria de Assistência Social analisou e concluiu que o objeto do plano de trabalho apresentado que não condiz com a política de Assistência Social e com a finalidade da ação orçamentária,  A Subsecretaria de Assistência Social manifesta-se desfavorável ao Plano de Trabalho apresentado pelo proponente, parte integrante do instrumento a ser celebrado. A Nota Técnica foi juntada ao Plano de Trabalho 000598/2023.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;4;
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118941;CELEBRAÇÃO DE CONVÊNIO;163;APROVADO;LAGOA DA PRATA;LAR SÃO VICENTE DE LAGOA DA PRATA;21.995.527/0001-73;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes;;90000,0;;90000,0;90000,0;90000,0;90000,0;0,0;0,0;0,0;0,0;1481000669/2023;9390283,0;;08.244.065.4226.0001;4;89
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118942;CELEBRAÇÃO DE CONVÊNIO;163;REPROVADO PELO ÓRGÃO;GUAXUPE;ASSOCIACAO ESPIRITA BENEFICIENTE CASA DO CAMINHO - BEZERRA DE MENEZES;04.788.018/0001-50;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes;;90000,0;Proponente n¿o apresentou a proposta de plano de trabalho no prazo de 28/04/2023, conforme prev¿ o inciso I, ¿1¿, artigo 14, da Resolu¿¿o SEGOV 03/2023. Proposta n¿o atingiu o status para ser recebida em an¿lise: parou no status:  VALIDA¿¿O DA PROPOSTA PELO RESPONS¿VEL LEGAL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;4;
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118943;CELEBRAÇÃO DE CONVÊNIO;163;REPROVADO PELO ÓRGÃO;GUAXUPE;LOJA MAÇONICA FRATERNIDADE JUSTIÇA E TRABALHO;71.196.141/0001-70;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes;;90000,0;Conforme an¿lise da Subsecretaria de Assist¿ncia Social as lojas ma¿¿nicas n¿o s¿o entidades socioassistenciais, n¿o estando registradas no Cadastro Nacional de Entidades Socioassistenciais. Desta forma, n¿o ¿ poss¿vel o repasse de recurso da pol¿tica de assist¿ncia social.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;4;
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118944;CELEBRAÇÃO DE CONVÊNIO;163;REPROVADO PELO ÓRGÃO;GUAXUPE;LAR SÃO VICENTE;20.771.762/0001-07;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes;;90000,0;A OSC não apresentou a documentação complementar dentro do prazo do dia 12/06/2023, conforme parágrafo único, do art. 15, da Resolução SEGOV nº 03/2023: ¿Parágrafo único - Recebida a comunicação prevista no caput, o autor da emenda ou beneficiário deverá solucionar o problema na documentação até 12 de junho de 2023, ou no prazo estabelecido pelo órgão ou entidade gestora da emenda, prevalecendo a data que ocorrer por último, desde que tenha entregue documentação no prazo previsto no caput do art. 14 desta Resolução, inclusive, quando for o caso, a proposta de plano de trabalho vinculada à indicação da emenda.¿ ;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;4;
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118945;CELEBRAÇÃO DE CONVÊNIO;163;REPROVADO PELO ÓRGÃO;LAGOA DA PRATA;FAZENDA DE RECUPERAÇÃO NOVO CAMINHO;01.812.911/0001-86;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes;;90000,0;"Conforme parecer do CNAS: ""Nesse sentido, as comunidades terap¿uticas e as entidades que atuam na redu¿¿o da demanda por drogas n¿o integram o Sistema ¿nico de Assist¿ncia Social e as a¿¿es realizadas com esse objetivo n¿o s¿o consideradas como servi¿os, programas e ou projetos socioassistenciais. Consequentemente, n¿o podem ser inscritas nos Conselhos de Assist¿ncia Social dos munic¿pios ou do Distrito Federal, com essa oferta. Dessa forma, tais organiza¿¿es n¿o devem ser confundidas com Organiza¿¿es da Sociedade Civil (OSCs) da pol¿tica de assist¿ncia social, caracterizadas nos termos da Lei Org¿nica de Assist¿ncia Social ¿ LOAS e da regulamenta¿¿o pertinente, j¿ citada.  Diante do exposto, este Conselho Nacional de Assist¿ncia Social orienta que os Conselhos Municipais ou do Distrito Federal que j¿ inscreveram essas entidades com o referido servi¿o devem cancelar as inscri¿¿es."" Link do parecer:  https://li.cnm.org.br/r/hONcpG.  A¿¿o correta para execu¿¿o: 4151.";0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;4;
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118946;CELEBRAÇÃO DE CONVÊNIO;163;APROVADO;MACHADO;ABRIGO JESUS MARIA JOSÉ;19.369.784/0001-58;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes;;90000,0;;90000,0;90000,0;90000,0;90000,0;0,0;0,0;0,0;0,0;1481001563/2023;9406252,0;;08.244.065.4226.0001;4;294
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118947;CELEBRAÇÃO DE CONVÊNIO;163;APROVADO;MUZAMBINHO;ASILO SÃO VICENTE DE PAULO DE MUZAMBINHO;17.910.472/0001-84;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes;;90000,0;;90000,0;90000,0;90000,0;90000,0;0,0;0,0;0,0;0,0;1481001886/2023;9406969,0;;08.244.065.4226.0001;4;365
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118948;CELEBRAÇÃO DE CONVÊNIO;163;APROVADO;MUZAMBINHO;FAM - FRENTE DE APOIO AO MENOR;19.125.723/0001-45;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes;;90000,0;;90000,0;90000,0;90000,0;0,0;90000,0;90000,0;0,0;0,0;1481002002/2023;9407539,0;;08.244.065.4226.0001;4;414
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118949;CELEBRAÇÃO DE CONVÊNIO;163;APROVADO;PARAGUACU;LAR SAO VICENTE DE PAULO DE PARAGUACU;23.178.486/0001-58;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes;;90000,0;;90000,0;90000,0;90000,0;90000,0;0,0;0,0;0,0;0,0;1481000667/2023;9390286,0;;08.244.065.4226.0001;4;96
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118950;CELEBRAÇÃO DE CONVÊNIO;163;APROVADO;PIUMHI;PROJETO ABRINDO CAMINHOS NUCLEO RAMIRO JULIO FERREIRA DE APOIO A CRIANCA E A FAMILIA;04.866.523/0001-76;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes;;90000,0;;90000,0;90000,0;90000,0;90000,0;0,0;0,0;0,0;0,0;1481000682/2023;9390139,0;;08.244.065.4226.0001;4;33
ANTONIO CARLOS ARANTES;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;118951;CELEBRAÇÃO DE CONVÊNIO;163;REPROVADO PELO ÓRGÃO;SANTA RITA DO SAPUCAI;CONS CENTRAL DE SANTA RITA DO SAPUCAI DA SOCIEDADE DE SAO VICENTE DE PAULO;18.917.302/0001-94;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes;;90000,0;A OSC não apresentou a documentação complementar dentro do prazo do dia 12/06/2023, conforme parágrafo único, do art. 15, da Resolução SEGOV nº 03/2023:  ¿Parágrafo único - Recebida a comunicação prevista no caput, o autor da emenda ou beneficiário deverá solucionar o problema na documentação até 12 de junho de 2023, ou no prazo estabelecido pelo órgão ou entidade gestora da emenda, prevalecendo a data que ocorrer por último, desde que tenha entregue documentação no prazo previsto no caput do art. 14 desta Resolução, inclusive, quando for o caso, a proposta de plano de trabalho vinculada à indicação da emenda.¿;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;4;
ANA PAULA SIQUEIRA;REDE;BLOCO DEMOCRACIA E LUTA;1371;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;SEMAD;118952;CELEBRAÇÃO DE CONVÊNIO;2173;REPROVADO PELO ÓRGÃO;NOVA LIMA;INSTITUTO CRESCE - CENTRO DE REFERENCIA EM EDUCAÇÃO SUSTENTABILIDADE E CULTURA DO ESPINHAÇO;19.442.432/0001-80;;4348;GESTÃO AMBIENTAL;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;Educação Ambiental;Oferece atividades de educação ambiental para alunos e professores na Escola Municipal César Rodrigues em Nova Lima, com oficinas, jogos, vivências em compostagem, horta e cuidados com o meio ambiente.;;100000,0;Após apresentação de diligências, e em especial em face do teor do Parecer Técnico SEMAD/DEARI nº. 70/2023  (ID 75836595), o beneficiário optou por não apresentar documentação complementar e apresentou pedido de desistência de recebimento da emenda em 29/11/2023.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;18.541.120.4348.0001;3;
