responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico_convenio;numero_siafi;numero_resolucao_transferencia_especial;funcional_programatica_formatado;categoria_economica_despesa_codigo;numero_empenho
THIAGO COTA;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117364;TRANSFERÊNCIA ESPECIAL;268;APROVADO;ALTO RIO DOCE;PREFEITURA MUNICIPAL DE ALTO RIO DOCE;18.094.748/0001-66;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;409275,0;;409275,0;409275,0;409275,0;409275,0;0,0;0,0;0,0;0,0;;9384886,0;0012/2023;04.122.024.2090.0001;4;2027
MARQUINHO LEMOS;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;117365;RESOLUÇÃO SES;1609;APROVADO;VOLTA GRANDE;FUNDO MUNICIPAL DE SAUDE DE VOLTA GRANDE;14.038.148/0001-20;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Tem indicação suplementar de nº 117202;FES Custeio;142262,0;;142262,0;142262,0;142262,0;142262,0;0,0;0,0;0,0;0,0;;9387593,0;8685;10.301.159.4460.0001;3;4840
THIAGO COTA;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117366;TRANSFERÊNCIA ESPECIAL;268;APROVADO;ITABIRINHA;MUNICIPIO DE ITABIRINHA;17.125.444/0001-56;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;465178,0;;465178,0;465178,0;465178,0;465178,0;0,0;0,0;0,0;0,0;;9384887,0;0012/2023;04.122.024.2090.0001;4;2028
MARIO HENRIQUE CAIXA;PV;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117368;CELEBRAÇÃO DE CONVÊNIO;1698;APROVADO;BELO HORIZONTE;INSTITUTO CULTURAL ESPORTIVO E SOCIAL BACANA DEMAIS;20.997.880/0001-20;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;Entidade Social;SERVIÇOS - Assistência Social - Serviço de Convivência e Fortalecimento de Vínculo;;90000,0;;90000,0;90000,0;90000,0;90000,0;0,0;0,0;0,0;0,0;1481000765/2023;9390356,0;;08.244.065.4226.0001;3;102
THIAGO COTA;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117369;TRANSFERÊNCIA ESPECIAL;268;APROVADO;ITABIRINHA;MUNICIPIO DE ITABIRINHA;17.125.444/0001-56;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;446000,0;;446000,0;446000,0;446000,0;446000,0;0,0;0,0;0,0;0,0;;9384888,0;0012/2023;04.122.024.2090.0001;4;2029
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117373;TRANSFERÊNCIA ESPECIAL;1551;APROVADO;INHAPIM;MUNICIPIO DE INHAPIM;20.905.865/0001-04;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;120000,0;;120000,0;120000,0;120000,0;120000,0;0,0;0,0;0,0;0,0;;9384085,0;0012/2023;04.122.024.2090.0001;4;460
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117375;TRANSFERÊNCIA ESPECIAL;1622;APROVADO;INHAPIM;MUNICIPIO DE INHAPIM;20.905.865/0001-04;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;80000,0;;80000,0;80000,0;80000,0;80000,0;0,0;0,0;0,0;0,0;;9383815,0;0012/2023;04.122.024.2090.0001;4;463
MARQUINHO LEMOS;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;117376;RESOLUÇÃO SES;1629;APROVADO;PEDRA BONITA;FUNDO MUNICIPAL DE SAÚDE DE PEDRA BONITA;11.301.376/0001-52;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;137716,0;;137716,0;137716,0;137716,0;137716,0;0,0;0,0;0,0;0,0;;9387123,0;8685;10.301.159.4460.0001;3;4339
BRUNO ENGLER;PL;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;117377;RESOLUÇÃO SES;1532;APROVADO;PONTE NOVA;IRMANDADE DO HOSPITAL DE NOSSA SENHORA DAS DORES;23.798.846/0001-14;;4457;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - VALOR EM SAÚDE;OUTRAS DESPESAS CORRENTES;;3;;Verba de custeio para o Hospital Nossa Senhora das Dores do município de Ponte Nova;FES Custeio;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;0,0;0,0;0,0;;9388393,0;8771;10.302.157.4457.0001;3;2459
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117378;TRANSFERÊNCIA ESPECIAL;308;APROVADO;IPABA;MUNICIPIO DE IPABA;66.229.543/0001-93;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;500000,0;;500000,0;500000,0;500000,0;500000,0;0,0;0,0;0,0;0,0;;9385377,0;0012/2023;04.122.024.2090.0001;4;494
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117379;TRANSFERÊNCIA ESPECIAL;308;APROVADO;SANTANA DO PARAISO;MUNICIPIO DE SANTANA DO PARAISO;38.515.573/0001-20;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;500000,0;;500000,0;500000,0;500000,0;500000,0;0,0;0,0;0,0;0,0;;9385378,0;0012/2023;04.122.024.2090.0001;4;512
BRUNO ENGLER;PL;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;117380;RESOLUÇÃO SES;1532;APROVADO;BELO HORIZONTE;ASSOCIAÇÃO MÁRIO PENNA;17.513.235/0001-80;;4457;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - VALOR EM SAÚDE;OUTRAS DESPESAS CORRENTES;;3;;Verba de custeio para o Instituto Mario Penna;FES Custeio;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;0,0;0,0;0,0;;9388272,0;8771;10.302.157.4457.0001;3;2470
MARQUINHO LEMOS;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;117381;RESOLUÇÃO SES;512;APROVADO;BELO HORIZONTE;FUNDAÇÃO DE ASSISTÊNCIA INTEGRAL À SAÚDE;25.459.256/0001-92;;4457;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - VALOR EM SAÚDE;OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;0,0;0,0;0,0;;9388494,0;8771;10.302.157.4457.0001;3;2554
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117382;TRANSFERÊNCIA ESPECIAL;308;APROVADO;PINGO-D'AGUA;MUNICIPIO DE PINGO D'AGUA;01.613.204/0001-60;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;0,0;0,0;0,0;;9385379,0;0012/2023;04.122.024.2090.0001;4;520
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;117383;EXECUÇÃO DIRETA;345;APROVADO;NANUQUE;04ª Delegacia Regional de Polícia Civil - Nanuque;18.715.532/0001-70;;4025;GESTÃO DAS UNIDADES POLICIAIS;INVESTIMENTOS;;4;;Aquisição de pistolas e escudos balísticos para a 4º Delegacia Regional de Nanuque.;PCMG Armamento;100000,0;;97509,5;97509,5;97509,5;6500,0;91009,5;91009,5;0,0;0,0;;;;06.181.005.4025.0001;4;Consultar Controle de Execução
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117384;TRANSFERÊNCIA ESPECIAL;308;APROVADO;PINGO-D'AGUA;MUNICIPIO DE PINGO D'AGUA;01.613.204/0001-60;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9385380,0;0012/2023;04.122.024.2090.0001;4;527
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117385;TRANSFERÊNCIA ESPECIAL;308;APROVADO;TIMOTEO;PREFEITURA MUNICIPAL DE TIMÓTEO;19.875.020/0001-34;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;9385381,0;0012/2023;04.122.024.2090.0001;4;533
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117386;TRANSFERÊNCIA ESPECIAL;1548;APROVADO;DIONISIO;PREFEITURA MUNICIPAL DE DIONÍSIO;20.126.439/0001-72;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;0,0;0,0;0,0;;9384084,0;0012/2023;04.122.024.2090.0001;4;453
DOORGAL ANDRADA;PATRI;BLOCO MINAS SÃO MUITAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;117387;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1697;ENVIADA PARA SEE;CANAPOLIS;EE JOSÉ EZEQUIEL DE QUEIRÓS;0;312045,0;4410;MÃOS À OBRA;OUTRAS DESPESAS CORRENTES;;3;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;80000,0;;80000,0;80000,0;80000,0;80000,0;0,0;0,0;0,0;0,0;;694497,0;;12.368.110.4410.0001;3;836
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117388;TRANSFERÊNCIA ESPECIAL;627;APROVADO;FORMOSO;PREFEITURA MUNICIPAL DE FORMOSO;18.125.153/0001-20;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9384709,0;0012/2023;04.122.024.2090.0001;4;544
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117389;TRANSFERÊNCIA ESPECIAL;1547;APROVADO;COROACI;PREFEITURA MUNICIPAL DE COROACI;18.085.647/0001-29;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9384082,0;0012/2023;04.122.024.2090.0001;4;439
BRUNO ENGLER;PL;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;117391;RESOLUÇÃO SES;1532;APROVADO;TRES CORACOES;FUNDACAO HOSPITALAR SAO SEBASTIAO;18.632.315/0001-17;;4457;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - VALOR EM SAÚDE;OUTRAS DESPESAS CORRENTES;;3;;Verba de custeio para o Hospital São Sebastião do município de Três Corações;FES Custeio;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;0,0;0,0;0,0;;9388781,0;8787;10.302.157.4457.0001;3;2864
THIAGO COTA;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117392;TRANSFERÊNCIA ESPECIAL;268;APROVADO;ITABIRINHA;MUNICIPIO DE ITABIRINHA;17.125.444/0001-56;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;445000,0;;445000,0;445000,0;445000,0;445000,0;0,0;0,0;0,0;0,0;;9384876,0;0012/2023;04.122.024.2090.0001;4;2030
THIAGO COTA;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117393;TRANSFERÊNCIA ESPECIAL;268;APROVADO;ITABIRINHA;MUNICIPIO DE ITABIRINHA;17.125.444/0001-56;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;444000,0;;444000,0;444000,0;444000,0;444000,0;0,0;0,0;0,0;0,0;;9384877,0;0012/2023;04.122.024.2090.0001;4;2031
BRUNO ENGLER;PL;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;117394;RESOLUÇÃO SES;1532;APROVADO;BOM DESPACHO;LACTARIO E POSTO DE PUERICULTURA MENINO JESUS;16.742.355/0001-96;;4457;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - VALOR EM SAÚDE;OUTRAS DESPESAS CORRENTES;;3;;Verba de custeio para a Santa Casa de Bom Despacho;FES Custeio;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;0,0;0,0;0,0;;9389377,0;8824;10.302.157.4457.0001;3;3032
THIAGO COTA;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117395;TRANSFERÊNCIA ESPECIAL;268;APROVADO;ITABIRINHA;MUNICIPIO DE ITABIRINHA;17.125.444/0001-56;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;443000,0;;443000,0;443000,0;443000,0;443000,0;0,0;0,0;0,0;0,0;;9384878,0;0012/2023;04.122.024.2090.0001;4;2032
THIAGO COTA;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117396;TRANSFERÊNCIA ESPECIAL;268;APROVADO;ITABIRINHA;MUNICIPIO DE ITABIRINHA;17.125.444/0001-56;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;442000,0;;442000,0;442000,0;442000,0;442000,0;0,0;0,0;0,0;0,0;;9384879,0;0012/2023;04.122.024.2090.0001;4;2038
BRUNO ENGLER;PL;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;117397;RESOLUÇÃO SES;1532;APROVADO;BELO HORIZONTE;FUNDAÇÃO DE ASSISTÊNCIA INTEGRAL À SAÚDE;25.459.256/0001-92;;4457;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - VALOR EM SAÚDE;OUTRAS DESPESAS CORRENTES;;3;;Verba de custeio para o Hospital Sofia Feldman;FES Custeio;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;0,0;0,0;0,0;;9388273,0;8771;10.302.157.4457.0001;3;2471
THIAGO COTA;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117398;TRANSFERÊNCIA ESPECIAL;268;APROVADO;ITABIRINHA;MUNICIPIO DE ITABIRINHA;17.125.444/0001-56;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;441000,0;;441000,0;441000,0;441000,0;441000,0;0,0;0,0;0,0;0,0;;9384880,0;0012/2023;04.122.024.2090.0001;4;2041
MARQUINHO LEMOS;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;117400;RESOLUÇÃO SES;472;APROVADO;PAINEIRAS;FUNDO MUNICIPAL DE SAÚDE DE PAINEIRAS;13.552.264/0001-08;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;4;;;FES Veículo Passeio (5 lugares);83953,0;;83953,0;83953,0;83953,0;83953,0;0,0;0,0;0,0;0,0;;9387723,0;8686;10.301.159.4460.0001;4;4001
CARLOS HENRIQUE;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;117405;EXECUÇÃO DIRETA - CAIXA ESCOLAR;61;ENVIADA PARA SEE;SANTA BARBARA;EE AFONSO PENA;0;10472,0;4410;MÃOS À OBRA;INVESTIMENTOS;;4;;Obra;Obra;107500,0;;107500,0;107500,0;107500,0;107500,0;0,0;0,0;0,0;0,0;;693687,0;;12.368.110.4410.0001;4;2376
CARLOS HENRIQUE;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;117408;RESOLUÇÃO SES;1700;REPROVADO PELO ÓRGÃO;RIBEIRAO DAS NEVES;FUNDO MUNICIPAL DE SAÚDE DE RIBEIRÃO DAS NEVES;01.122.377/0001-86;;4452;REGULAÇÃO DO ACESSO;INVESTIMENTOS;;4;;AMBULANCIA TIPO A;Pick-up 4x4;350000,0;O valor indicado para Ambul¿ncia Tipo A Simples Remo¿¿o Pick-up 4x4 (R$350.000,00) est¿ superior ao valor que consta no Portf¿lio 2023 (R$344.515,00).   Desta forma, o valor para o tipo de ve¿culo indicado dever¿ ser no valor exato, conforme o Portf¿lio 2023, ou seja, R$344.515,00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;10.302.158.4452.0001;4;
BRUNO ENGLER;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117409;CELEBRAÇÃO DE CONVÊNIO;1702;REPROVADO PELO ÓRGÃO;VARGINHA;FUNDAÇÃO VARGINHENSE DE ASSISTÊNCIA AOS EXCEPCIONAIS FUVAE;18.240.010/0001-60;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes diversos para a FUVAE (Fundação Varginhense de Assistência aos Excepcionais) de Varginha.;;200000,0;Emenda n¿o vinculada ¿ proposta de plano de trabalho 002099/2023 conforme prev¿ o inciso I, ¿1¿, artigo 14, da Resolu¿¿o SEGOV 03/2023;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;4;
BRUNO ENGLER;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117413;CELEBRAÇÃO DE CONVÊNIO;1702;APROVADO;BAMBUI;APAE DE BAMBUI;18.357.384/0001-60;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de bens permanentes diversos para a APAE de Bambuí;;100000,0;;95734,46;95734,46;95734,46;95734,46;0,0;0,0;0,0;0,0;1481001890/2023;9406960,0;;08.244.065.4226.0001;4;350
DOORGAL ANDRADA;PATRI;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117415;CELEBRAÇÃO DE CONVÊNIO;156;REPROVADO PELO ÓRGÃO;CLAUDIO;BOM SAMARITANO ASSOCIAÇÃO DE AMPARO;64.487.028/0001-88;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;;custeio diversos, contratação, produtos alimentícios, combustível, luz, agua etc. ;;140000,0;A OSC não apresentou a documentação complementar dentro do prazo do dia 12/06/2023, conforme parágrafo único, do art. 15, da Resolução SEGOV nº 03/2023: ¿Parágrafo único - Recebida a comunicação prevista no caput, o autor da emenda ou beneficiário deverá solucionar o problema na documentação até 12 de junho de 2023, ou no prazo estabelecido pelo órgão ou entidade gestora da emenda, prevalecendo a data que ocorrer por último, desde que tenha entregue documentação no prazo previsto no caput do art. 14 desta Resolução, inclusive, quando for o caso, a proposta de plano de trabalho vinculada à indicação da emenda.¿ ;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;3;
DOORGAL ANDRADA;PATRI;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117416;CELEBRAÇÃO DE CONVÊNIO;1708;REPROVADO PELO ÓRGÃO;CLAUDIO;BOM SAMARITANO ASSOCIAÇÃO DE AMPARO;64.487.028/0001-88;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;;CUSTEIO DIVERSOS - COMPLEMENTANDO ID 117415;;20000,0;A OSC não apresentou a documentação complementar dentro do prazo do dia 12/06/2023, conforme parágrafo único, do art. 15, da Resolução SEGOV nº 03/2023: ¿Parágrafo único - Recebida a comunicação prevista no caput, o autor da emenda ou beneficiário deverá solucionar o problema na documentação até 12 de junho de 2023, ou no prazo estabelecido pelo órgão ou entidade gestora da emenda, prevalecendo a data que ocorrer por último, desde que tenha entregue documentação no prazo previsto no caput do art. 14 desta Resolução, inclusive, quando for o caso, a proposta de plano de trabalho vinculada à indicação da emenda.¿ ;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;3;
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117418;TRANSFERÊNCIA ESPECIAL;308;APROVADO;ALVINOPOLIS;MUNICIPIO DE ALVINOPOLIS;16.725.392/0001-96;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;175431,0;;175431,0;175431,0;175431,0;175431,0;0,0;0,0;0,0;0,0;;9385382,0;0012/2023;04.122.024.2090.0001;4;538
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117419;CELEBRAÇÃO DE CONVÊNIO;1530;APROVADO;CAMPO BELO;ASSOCIAÇÃO  ARCA DA VIDA;16.911.234/0001-20;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de Bens Permanentes diversos. Considerando remanejamentos que se fizeram necessários, esta indicação terá outras indicações complementares nos valores de R$200,00 e R$50.000,00 para atingir o valor mínimo de R$90.000,00. ;;39800,0;;39800,0;39800,0;39800,0;0,0;39800,0;39800,0;0,0;0,0;1481001717/2023;9407594,0;;08.244.065.4226.0001;4;404
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117420;TRANSFERÊNCIA ESPECIAL;627;APROVADO;ALVINOPOLIS;MUNICIPIO DE ALVINOPOLIS;16.725.392/0001-96;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;24569,0;;24569,0;24569,0;24569,0;24569,0;0,0;0,0;0,0;0,0;;9384710,0;0012/2023;04.122.024.2090.0001;4;551
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117421;TRANSFERÊNCIA ESPECIAL;627;APROVADO;TEIXEIRAS;PREFEITURA MUNICIPAL DE TEIXEIRAS;18.134.056/0001-02;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;35453,0;;35453,0;35453,0;35453,0;35453,0;0,0;0,0;0,0;0,0;;9384711,0;0012/2023;04.122.024.2090.0001;4;555
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117422;CELEBRAÇÃO DE CONVÊNIO;1606;APROVADO;CAMPO BELO;ASSOCIAÇÃO  ARCA DA VIDA;16.911.234/0001-20;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de Bens Permanentes diversos. Considerando remanejamentos que se fizeram necessários, esta indicação terá outras indicações complementares nos valores de R$39.800,00 e R$50.000,00 para atingir o valor mínimo de R$90.000,00. ;;200,0;;155,88;155,88;155,88;0,0;155,88;155,88;0,0;0,0;1481001717/2023;9407594,0;;08.244.065.4226.0001;4;404
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117423;TRANSFERÊNCIA ESPECIAL;1547;APROVADO;TEIXEIRAS;PREFEITURA MUNICIPAL DE TEIXEIRAS;18.134.056/0001-02;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;0,0;0,0;0,0;;9384083,0;0012/2023;04.122.024.2090.0001;4;448
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117424;CELEBRAÇÃO DE CONVÊNIO;1478;APROVADO;CAMPO BELO;ASSOCIAÇÃO  ARCA DA VIDA;16.911.234/0001-20;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de Bens Permanentes diversos. Considerando remanejamentos que se fizeram necessários, esta indicação terá outras indicações complementares nos valores de R$39.800,00 e R$200,00 para atingir o valor mínimo de R$90.000,00. ;;50000,0;;50000,0;50000,0;50000,0;0,0;50000,0;50000,0;0,0;0,0;1481001717/2023;9407594,0;;08.244.065.4226.0001;4;404
